Index,AZT,DPT,AZN,DPN,AZP,DPP,Strike,Dip,Rake,Misfit
2578,32.1316202223,3.81511154082,124.399994208,30.6909099643,295.754387508,59.0209151807,328,56,-52,0.0067077787349
2036,137.861681056,44.1700930475,40.019638947,7.99509472702,302.024211815,44.7213674946,308,8,-2,0.00715463324589
2338,125.972123929,45.8334228249,31.9671627068,3.8809980508,298.22349367,43.9039451208,316,4,14,0.00720536661632
535,112.25654969,46.0341082602,204.015692197,1.69599943625,295.649380973,43.9156691733,82,2,148,0.00726330029435
1020,66.550169323,33.2216109886,170.349932708,20.0121955693,285.84238651,49.7610604551,106,22,-156,0.00729788529663
627,112.134289771,45.7837904369,204.012975604,1.82702950763,295.787962338,44.1579461081,90,2,156,0.00736089572617
816,44.318871224,16.1037547577,143.201587474,28.1397690037,288.108331988,56.828636292,100,38,-140,0.00747512868522
2230,174.802886474,29.9774538589,70.4865693181,23.2039563893,309.174091384,50.4822555512,312,26,-26,0.007514626088
2054,152.397585086,40.5820529492,50.3562384719,13.6880390176,305.647391763,46.1924503492,308,14,-12,0.00755549929063
2139,165.22172376,35.5735285406,61.1728321852,18.747237251,308.742554352,48.3465846602,310,20,-20,0.00757919322331
2259,125.989714006,45.6956417461,31.9715496513,3.91245276064,298.179728002,44.0374979847,314,4,12,0.00763625970912
2565,121.80929993,45.9111321948,29.98552516,1.76581611673,298.277450503,44.0344346023,328,2,28,0.00775069588537
2523,205.719585948,2.97936745507,113.939090726,30.8360879845,300.686494986,58.9883561127,324,50,-48,0.00781648779935
1141,90.7112217819,42.457439937,189.848918289,9.84655193983,290.153483741,45.8637710675,110,10,-170,0.00795412286148
2591,121.777540425,45.9732057544,29.9848796322,1.73196284128,298.313089659,43.9744237597,330,2,30,0.00804807335011
2536,121.8386987,45.847966934,29.9862412437,1.79751791419,298.243750665,44.0956323586,326,2,26,0.00809337688254
2730,51.013895253,22.0411825854,152.669258858,26.5189634346,286.691788231,54.3201751362,342,72,-62,0.00832532089751
948,57.5519312411,27.2810074069,160.81974364,23.9898185462,285.85167239,52.2155656827,104,28,-150,0.00848985960539
514,112.29293666,46.0937615856,204.016187545,1.6579698209,295.610012006,43.8582385407,80,2,146,0.00855868096615
2225,172.429846223,31.9375215974,67.9829128091,21.8126247766,309.795656685,49.7253289637,312,24,-24,0.00860211287822
1064,96.2083256809,43.896715002,193.960819194,7.98038523789,292.019376564,44.998641734,108,8,-176,0.00877652229492
652,112.109688395,45.7186841663,204.012129196,1.85431484167,295.817642659,44.2213034208,92,2,158,0.00879599943574
1025,62.5774596459,30.7272120058,165.799377919,21.0466003784,284.563151497,51.3519633203,106,24,-152,0.00880033621202
2616,121.74345031,46.0341082602,29.9843078029,1.69599943625,298.350619027,43.9156691733,332,2,32,0.00889972336137
976,105.99024034,45.1393993698,200.00973577,3.99024039816,293.95181206,44.5831438041,106,4,176,0.00890951809724
2505,121.865710229,45.7837904369,29.9870243964,1.82702950763,298.212037662,44.1579461081,324,2,24,0.00902324982917
869,51.5436962931,22.9623187687,153.502457971,26.0606926078,285.843496082,54.0173995876,102,32,-146,0.009039969887
2390,125.949427621,45.9703473589,31.962936259,3.84480905801,298.2714298,43.7718447523,318,4,16,0.00938420694067
1076,85.1947921567,41.3829412855,185.739937052,11.7339987949,288.266129582,46.2381641844,108,12,-168,0.00960340259436
2117,147.320840467,42.5542095669,46.1330330359,11.9332926274,303.935107527,44.9931415482,310,12,-6,0.00977272598854
1147,85.384822417,41.002235022,185.699928177,11.638483739,288.304370213,46.6539350153,110,12,-166,0.00977407978586
2764,57.1489748264,27.1113587632,159.852340125,23.2444482156,284.494440556,52.9253378483,346,76,-66,0.00983489101923
497,112.331583091,46.1520889449,204.016604002,1.61792043071,295.568855484,43.8021978512,78,2,144,0.0100597597907
1096,69.5938235607,34.4784270413,172.648290229,18.2069982627,285.481156639,49.7143370582,108,20,-156,0.0100815171734
2640,121.70706334,46.0937615856,29.983812455,1.6579698209,298.389987994,43.8582385407,334,2,34,0.0101464786315
2042,143.541895017,43.1200638247,44.0918689034,9.94466055312,303.933272639,45.1697860247,308,10,-6,0.0101666377839
2617,119.70706334,46.0937615856,27.983812455,1.6579698209,296.389987994,43.8582385407,332,2,34,0.010279565349
2174,126.002230418,45.5571768958,31.9760756662,3.93913434152,298.140225951,44.1723506353,312,4,10,0.0103878496085
2469,121.890311605,45.7186841663,29.9878708035,1.85431484167,298.182357341,44.2213034208,322,2,22,0.010399328791
2641,119.668416909,46.1520889449,27.9833959981,1.61792043071,296.431144516,43.8021978512,334,2,36,0.0104274778023
751,106.010285994,45.6956417461,200.028450349,3.91245276064,293.820271998,44.0374979847,98,4,168,0.0104988196284
682,112.087516517,45.6527304686,204.011223658,1.87934057666,295.845246202,44.2856304277,94,2,160,0.010505641746
2592,119.74345031,46.0341082602,27.9843078029,1.69599943625,296.350619027,43.9156691733,330,2,32,0.010512941526
904,100.003655022,44.8952379164,196.011007538,5.99633155493,291.931487278,44.4794705666,104,6,178,0.0105573779792
1065,94.2866235767,43.6252483334,191.941471011,7.95589051035,290.053651477,45.2765832976,108,8,-174,0.0105725113771
2122,152.623603484,41.0257107723,50.2996777246,13.7830739006,305.735653664,45.7094360491,310,14,-10,0.0105863008953
2043,141.654722139,43.456131881,42.0615015028,9.97539103803,301.994134346,44.8238474952,308,10,-4,0.0106851386888
2031,131.996344978,44.8952379164,35.9889924616,5.99633155493,300.068512722,44.4794705666,308,6,2,0.0107934000286
2410,192.403142798,16.809269016,92.7544638186,29.0221604523,308.595804965,55.6116982087,318,38,-38,0.0108989547559
2129,155.925208685,39.7315675068,52.4687478794,15.6412999873,305.569985717,46.0741089452,310,16,-12,0.0109093160912
2664,119.627552047,46.2090150064,27.9830604571,1.57590015967,296.474035193,43.7476113242,336,2,38,0.0109213435456
2264,132.04037716,45.5220262802,35.9565089123,5.9413971666,300.216044147,43.8638052164,314,6,8,0.0109422683789
2566,119.777540425,45.9732057544,27.9848796322,1.73196284128,296.313089659,43.9744237597,328,2,30,0.0111220020633
567,198.960910322,9.970069996,102.834049812,31.2640962933,304.56312858,56.831661133,84,62,-126,0.0111673607449
953,54.1068399083,24.498403595,156.086567539,24.4890158208,285.086625315,54.1034535173,104,30,-146,0.0112873440679
2112,141.757906529,43.7949064932,42.0308275852,9.99384571047,302.066144741,44.4791345532,310,10,-2,0.0114042287048
2258,128.002230418,45.5571768958,33.9760756662,3.93913434152,300.140225951,44.1723506353,314,4,10,0.0114407150609
2663,121.668416909,46.1520889449,29.9833959981,1.61792043071,298.431144516,43.8021978512,336,2,36,0.0116429393299
481,112.372447953,46.2090150064,204.016939543,1.57590015967,295.525964807,43.7476113242,76,2,142,0.0116667460807
873,49.7068000274,20.7200674763,150.769691688,26.8975491591,287.078499267,54.9482571866,102,34,-144,0.0116763108324
2686,119.58451341,46.2644660055,27.982807462,1.53196029964,296.518605346,43.6945413492,338,2,40,0.0116979624308
628,110.109688395,45.7186841663,202.012129196,1.85431484167,293.817642659,44.2213034208,90,2,158,0.0118834980867
653,110.087516517,45.6527304686,202.011223658,1.87934057666,293.845246202,44.2856304277,92,2,160,0.0118849453351
2337,127.989714006,45.6956417461,33.9715496513,3.91245276064,300.179728002,44.0374979847,316,4,12,0.0120156875933
2537,119.80929993,45.9111321948,27.98552516,1.76581611673,296.277450503,44.0344346023,326,2,28,0.0120657215601
2429,121.912483483,45.6527304686,29.9887763417,1.87934057666,298.154753798,44.2856304277,320,2,20,0.0120818196609
2694,46.2238940891,17.6315651646,145.796082822,27.6191320062,287.676067419,56.3738617709,338,68,-60,0.0121701972249
2630,38.2714977994,10.6980588749,134.428954681,29.5865688585,290.557183356,58.1645373894,332,62,-56,0.0122277309112
1130,100.111147619,44.2729468151,195.978038993,5.98533083701,292.018266109,45.1039964594,110,6,-176,0.012253694789
392,172.104411729,31.5249547725,68.0132052561,21.6487475166,309.547385542,50.2144992108,64,80,-112,0.0122967274952
604,110.134289771,45.7837904369,202.012975604,1.82702950763,293.787962338,44.1579461081,88,2,156,0.0123293355312
683,110.067789954,45.58601246,202.010263401,1.90207613029,293.870730707,44.3508518949,94,2,162,0.012346981865
711,112.067789954,45.58601246,204.010263401,1.90207613029,295.870730707,44.3508518949,96,2,162,0.0123878164215
985,96.1383189436,44.1700930475,193.980361053,7.99509472702,291.975788185,44.7213674946,106,8,-178,0.0125530169055
2111,143.654722139,43.456131881,44.0615015028,9.97539103803,303.994134346,44.8238474952,310,10,-4,0.0125733158721
1136,94.3729533724,43.3559896682,191.922412092,7.92164213499,290.078365322,45.5548674701,110,8,-172,0.0125819996944
2145,167.90549571,33.8064821862,63.5454690244,20.3240428984,308.314865285,49.011946523,310,22,-22,0.0126214984884
2708,119.539349257,46.3183698565,27.9826382405,1.48615447677,296.564799085,43.6430484295,340,2,42,0.0126867849197
768,42.0120744113,14.4488575487,140.394086045,29.4987042311,289.106610661,56.4946944006,98,40,-140,0.0126908986903
2173,128.009712285,45.4182005911,33.9807186389,3.9610098331,300.10507777,44.3083478826,312,4,8,0.0127913215469
453,183.291906861,23.9066303401,80.3378515289,26.8261601151,308.81684686,52.6606841292,72,74,-118,0.0128270418111
2415,193.987925589,14.4488575487,95.6059139551,29.4987042311,306.893389339,56.4946944006,318,40,-40,0.0128485139979
2436,125.921599394,46.1062423331,31.9588909421,3.80393046081,298.323440588,43.6413469803,320,4,18,0.0128807078928
1152,82.0809267781,39.7136344379,183.53634096,13.4472623619,288.478775831,47.1599274617,110,14,-164,0.0129341070173
2453,196.258040612,12.7883286559,98.4704373819,30.8360879845,305.968317524,56.05927508,320,42,-40,0.0129559687867
580,110.1613013,45.847966934,202.013758756,1.79751791419,293.756249335,44.0956323586,86,2,154,0.0131631155294
712,110.050521036,45.5186139135,202.009253105,1.92249371591,293.894055838,44.4168912985,96,2,164,0.0132324945792
2506,119.8386987,45.847966934,27.9862412437,1.79751791419,296.243750665,44.0956323586,324,2,26,0.0132861155015
2685,121.627552047,46.2090150064,29.9830604571,1.57590015967,298.474035193,43.7476113242,338,2,38,0.0132871798013
465,112.41548659,46.2644660055,204.017192538,1.53196029964,295.481394654,43.6945413492,74,2,140,0.0133224839611
1135,96.2866235767,43.6252483334,193.941471011,7.95589051035,292.053651477,45.2765832976,110,8,-174,0.0133662370969
2184,137.975788185,44.7213674946,39.980361053,7.99509472702,302.138318944,44.1700930475,312,8,2,0.0134376284023
40,81.2049416599,39.4278541888,183.00359838,13.9652040128,288.583057101,47.202258958,4,86,-76,0.0134419673921
2140,163.621756905,36.1377712579,59.0739688188,18.9825690101,306.892084622,47.6630712722,310,20,-18,0.0134857763343
1055,105.997566774,44.999914978,200.004879815,3.99755934526,293.973390122,44.7216209177,108,4,178,0.0135515036794
1075,87.013542166,41.7687503456,187.781251804,11.815042927,290.213108473,45.8224583122,108,12,-170,0.0137120149182
2652,40.1055434737,12.5278486722,137.527838169,30.1721146643,290.246944817,56.8104888591,334,64,-56,0.0137837963755
2726,119.492111427,46.3706562639,27.9825536117,1.43853858517,296.612559379,43.5931911269,342,2,44,0.0138245302382
2128,157.643077656,39.2394602778,54.5407106107,15.5125682076,307.457385019,46.6243376692,310,16,-14,0.0139160197624
426,177.198539942,29.0021431897,73.2886982601,23.443744771,310.705125884,51.1575832034,68,78,-114,0.013948042778
2383,121.932210046,45.58601246,29.9897365986,1.90207613029,298.129269293,44.3508518949,318,2,18,0.0139692353608
317,158.515553344,38.9567542695,55.145897256,15.9599830538,307.499559098,46.6675472635,54,86,-106,0.0140121306665
1029,60.2897083583,28.7217058492,163.284891392,22.3114192419,285.270573302,52.2351592109,106,26,-150,0.0140324539722
347,163.774041776,36.5056255132,59.9452092782,17.8980461353,308.953883381,47.9642591247,58,84,-108,0.0140472000574
1024,64.0729298176,31.3252697021,167.902696886,21.4428179245,286.399350131,50.5385578377,106,24,-154,0.014130552586
2220,168.357354376,34.4037737865,63.4327151622,20.6106142963,308.498968797,48.2635331033,312,22,-20,0.0141545038024
2094,126.009712285,45.4182005911,31.9807186389,3.9610098331,298.10507777,44.3083478826,310,4,8,0.0141837542996
2603,34.0595532456,5.61419502246,127.509549754,31.4739292553,295.039034611,57.9136476585,330,58,-52,0.0141923948743
2389,127.972123929,45.8334228249,33.9671627068,3.8809980508,300.22349367,43.9039451208,318,4,14,0.0142640388547
557,110.19070007,45.9111321948,202.01447484,1.76581611673,293.722549497,44.0344346023,84,2,152,0.014303098642
745,112.050521036,45.5186139135,204.009253105,1.92249371591,295.894055838,44.4168912985,98,2,164,0.0143832672963
2550,207.754292129,1.21776163126,116.998464657,31.8220014409,299.715130123,58.149125386,326,52,-48,0.0144038966351
746,110.035718655,45.4506191466,202.008197694,1.94056837734,293.915183266,44.4836709027,98,2,166,0.0144726410265
772,40.5024966104,12.0570622003,137.534423156,29.8189506069,291.022042026,57.3603914275,98,42,-138,0.0145502459211
544,195.894456526,12.5278486722,98.4721618309,30.1721146643,305.753055183,56.8104888591,82,64,-124,0.0146273530317
670,29.0350752096,0.486590569793,119.32093587,30.4325412443,298.206887674,59.5627280765,92,52,-130,0.0146707227759
2714,47.9733934056,19.4872506624,148.829770567,28.0243206736,287.847472305,54.8140893612,340,70,-60,0.0146960178349
2470,119.865710229,45.7837904369,27.9870243964,1.82702950763,296.212037662,44.1579461081,322,2,24,0.014725311179
2060,157.352649686,38.7550018604,54.6098980169,15.3645541461,307.36358294,47.1753744118,308,16,-16,0.0148010664808
2061,155.643077656,39.2394602778,52.5407106107,15.5125682076,305.457385019,46.6243376692,308,16,-14,0.0149818364459
449,112.460650743,46.3183698565,204.01736176,1.48615447677,295.435200915,43.6430484295,72,2,138,0.0149934755741
2707,121.58451341,46.2644660055,29.982807462,1.53196029964,298.518605346,43.6945413492,340,2,40,0.0150141439948
2742,119.442855296,46.4212568312,27.9825539828,1.38917071788,296.661828124,43.5450260097,344,2,46,0.0150606392504
717,106.027876071,45.8334228249,200.032837293,3.8809980508,293.77650633,43.9039451208,96,4,166,0.0150734462917
